xi_um,P_xi
0.0467187501620557,0.207664224868167
0.0934375003241113,0.200481996707151
0.140156250486167,0.116060989286311
0.186875000648223,0.0745424610465533
0.233593750810278,0.0546183397360949
0.280312500972334,0.0399436875134219
0.32703125113439,0.0317354267579756
0.373750001296445,0.0249588393901071
0.420468751458501,0.0204252069961106
0.467187501620557,0.0189935336085328
0.513906251782612,0.0184685866997542
0.560625001944668,0.0149371256770622
0.607343752106724,0.0129327829344532
0.654062502268779,0.011548831993128
0.700781252430835,0.0102126034980553
0.747500002592891,0.00954448925051898
0.794218752754946,0.00725381183039443
0.840937502917002,0.00730153427664702
0.887656253079058,0.00770717506979408
0.934375003241113,0.00663342002911069
0.981093753403169,0.00682430981412107
1.02781250356522,0.00675272614474218
1.07453125372728,0.00627550168221623
1.12125000388934,0.00393710181583908
1.16796875405139,0.0037223508077024
1.21468750421345,0.00343601613018683
1.2614062543755,0.00262473454389272
1.30812500453756,0.00236226108950345
1.35484375469961,0.00419957527022835
1.40156250486167,0.00345987735331313
1.44828125502373,0.00348373857643943
1.49500000518578,0.00248156720513494
1.54171875534784,0.0027679018826505
1.58843750550989,0.00209978763511418
1.63515625567195,0.00174186928821971
1.681875005834,0.00143167338757785
1.72859375599606,0.00116919993318858
1.77531250615812,0.00243384475888234
1.82203125632017,0.00212364885824047
1.86875000648223,0.00128850604882006
1.91546875664428,0.0018373141807249
1.96218750680634,0.00178959173447231
2.00890625696839,0.00131236727194636
2.05562500713045,0.00157484072633563
2.1023437572925,0.00171800806509342
2.14906250745456,0.00195662029635639
2.19578125761662,0.00150325705695674
2.24250000777867,0.00102603259443079
2.28921875794073,0.000978310148178196
2.33593750810278,0.00102603259443079
2.38265625826484,0.00124078360256747
2.42937500842689,0.00116919993318858
2.47609375858895,0.000882865255673006
2.52281250875101,0.000787420363167816
2.56953125891306,0.000620391801283734
2.61625000907512,0.000715836693788924
2.66296875923717,0.000572669355031139
2.70968750939923,0.000501085685652247
2.75640625956128,0.00159870194946193
2.80312500972334,0.000906726478799303
2.8498437598854,0.000644253024410031
2.89656251004745,0.000453363239399652
2.94328126020951,0.000644253024410031
2.99000001037156,0.000596530578157436
3.03671876053362,0.000310195900641867
3.08343751069567,0.000620391801283734
3.13015626085773,0.000334057123768164
3.17687501101978,0.000310195900641867
3.22359376118184,0.000477224462525949
3.2703125113439,0.000143167338757785
3.31703126150595,9.54448925051898e-05
3.36375001166801,0
3.41046876183006,0.000167028561884082
3.45718751199212,0.000453363239399652
3.50390626215417,0.000214751008136677
3.55062501231623,0.000214751008136677
3.59734376247829,0.000238612231262975
3.64406251264034,0.000143167338757785
3.6907812628024,0.000524946908778544
3.73750001296445,0.000238612231262975
3.78421876312651,0.000310195900641867
3.83093751328856,0.000262473454389272
3.87765626345062,0.000310195900641867
3.92437501361268,0.000548808131904841
3.97109376377473,0.000620391801283734
4.01781251393679,9.54448925051898e-05
4.06453126409884,0.000310195900641867
4.1112500142609,0.000167028561884082
4.15796876442295,0.000167028561884082
4.20468751458501,4.77224462525949e-05
4.25140626474707,0.000119306115631487
4.29812501490912,0.000262473454389272
4.34484376507118,0.000429502016273354
4.39156251523323,0.000214751008136677
4.43828126539529,7.15836693788924e-05
4.48500001555734,0.000381779570020759
4.5317187657194,0.000310195900641867
4.57843751588145,0.000119306115631487
4.62515626604351,0.00019088978501038
4.67187501620557,0.000501085685652247
4.71859376636762,2.38612231262975e-05
4.76531251652968,7.15836693788924e-05
4.81203126669173,9.54448925051898e-05
4.85875001685379,0
4.90546876701584,0
4.9521875171779,0
4.99890626733996,0.000119306115631487
5.04562501750201,4.77224462525949e-05
5.09234376766407,2.38612231262975e-05
5.13906251782612,0
5.18578126798818,0
5.23250001815023,0
5.27921876831229,4.77224462525949e-05
5.32593751847435,4.77224462525949e-05
5.3726562686364,0.000143167338757785
5.41937501879846,0.000167028561884082
5.46609376896051,0.000119306115631487
5.51281251912257,7.15836693788924e-05
5.55953126928462,0
5.60625001944668,2.38612231262975e-05
5.65296876960874,0
5.69968751977079,0
5.74640626993285,0
5.7931250200949,0.000143167338757785
5.83984377025696,4.77224462525949e-05
5.88656252041901,0
5.93328127058107,0
5.98000002074312,0.00224295497387196
